2015,4,"Sep 26, 2015",,Sat,Illinois,27,,Middle Tennessee State,25,,
2015,4,"Sep 26, 2015",,Sat,Indiana,31,@,Wake Forest,24,,
2015,4,"Sep 26, 2015",,Sat,Iowa,62,,North Texas,16,,
2015,4,"Sep 26, 2015",,Sat,James Madison,48,@,Southern Methodist,45,,
2015,4,"Sep 26, 2015",,Sat,Kentucky,21,,(25) Missouri,13,,
2015,4,"Sep 26, 2015",,Sat,(8) Louisiana State,34,@,Syracuse,24,,
2015,4,"Sep 26, 2015",,Sat,Louisiana Tech,27,,Florida International,17,,
2015,4,"Sep 26, 2015",,Sat,Louisville,45,,Samford,3,,
2015,4,"Sep 26, 2015",,Sat,Marshall,36,@,Kent State,29,,
2015,4,"Sep 26, 2015",,Sat,Michigan,31,,(22) Brigham Young,0,,
2015,4,"Sep 26, 2015",,Sat,(2) Michigan State,30,,Central Michigan,10,,
2015,4,"Sep 26, 2015",,Sat,Minnesota,27,,Ohio,24,,
2015,4,"Sep 26, 2015",,Sat,(3) Mississippi,27,,Vanderbilt,16,,
2015,4,"Sep 26, 2015",,Sat,Mississippi State,17,@,Auburn,9,,
2015,4,"Sep 26, 2015",,Sat,Navy,28,@,Connecticut,18,,
2015,4,"Sep 26, 2015",,Sat,Nebraska,36,,Southern Mississippi,28,,
2015,4,"Sep 26, 2015",,Sat,Nevada,24,@,Buffalo,21,,
2015,4,"Sep 26, 2015",,Sat,Nevada-Las Vegas,80,,Idaho State,8,,
2015,4,"Sep 26, 2015",,Sat,New Mexico,38,@,Wyoming,28,,
2015,4,"Sep 26, 2015",,Sat,North Carolina,41,,Delaware,14,,
2015,4,"Sep 26, 2015",,Sat,North Carolina State,63,@,South Alabama,13,,
2015,4,"Sep 26, 2015",,Sat,(17) Northwestern,24,,Ball State,19,,
2015,4,"Sep 26, 2015",,Sat,(6) Notre Dame,62,,Massachusetts,27,,
2015,4,"Sep 26, 2015",,Sat,(1) Ohio State,38,,Western Michigan,12,,
2015,4,"Sep 26, 2015",,Sat,(24) Oklahoma State,30,@,Texas,27,,
2015,4,"Sep 26, 2015",,Sat,Penn State,37,,San Diego State,21,,
2015,4,"Sep 26, 2015",,Sat,Rutgers,27,,Kansas,14,,
2015,4,"Sep 26, 2015",,Sat,San Jose State,49,,Fresno State,23,,
2015,4,"Sep 26, 2015",,Sat,South Carolina,31,,Central Florida,14,,
2015,4,"Sep 26, 2015",,Sat,(19) Southern California,42,@,Arizona State,14,,
2015,4,"Sep 26, 2015",,Sat,(14) Texas A&M,28,,Arkansas,21,,AT&T Stadium - Arlington Texas
2015,4,"Sep 26, 2015",,Sat,(3) Texas Christian,55,@,Texas Tech,52,,
2015,4,"Sep 26, 2015",,Sat,Texas-El Paso,27,,Incarnate Word,17,,
2015,4,"Sep 26, 2015",,Sat,Toledo,37,,Arkansas State,7,,
2015,4,"Sep 26, 2015",,Sat,(9) UCLA,56,@,(16) Arizona,30,,
2015,4,"Sep 26, 2015",,Sat,(18) Utah,62,@,(13) Oregon,20,,
2015,4,"Sep 26, 2015",,Sat,West Virginia,45,,Maryland,6,,
2015,4,"Sep 26, 2015",,Sat,Western Kentucky,56,,Miami (OH),14,,
2015,4,"Sep 26, 2015",,Sat,(22) Wisconsin,28,,Hawaii,0,,
2015,5,"Oct 1, 2015",,Thu,Cincinnati,34,,Miami (FL),23,,
2015,5,"Oct 2, 2015",,Fri,Brigham Young,30,,Connecticut,13,,
2015,5,"Oct 2, 2015",,Fri,Memphis,24,@,South Florida,17,,
2015,5,"Oct 2, 2015",,Fri,Temple,37,@,Charlotte,3,,
2015,5,"Oct 3, 2015",,Sat,(13) Alabama,38,@,(8) Georgia,10,,
2015,5,"Oct 3, 2015",,Sat,Appalachian State,31,,Wyoming,13,,
2015,5,"Oct 3, 2015",,Sat,Arizona State,38,@,(7) UCLA,23,,
2015,5,"Oct 3, 2015",,Sat,Arkansas,24,@,Tennessee,20,,
2015,5,"Oct 3, 2015",,Sat,Arkansas State,49,,Idaho,35,,
2015,5,"Oct 3, 2015",,Sat,Auburn,35,,San Jose State,21,,
2015,5,"Oct 3, 2015",,Sat,(5) Baylor,63,,Texas Tech,35,,AT&T Stadium - Arlington Texas
2015,5,"Oct 3, 2015",,Sat,Boise State,55,,Hawaii,0,,
2015,5,"Oct 3, 2015",,Sat,Bowling Green State,28,@,Buffalo,22,,
2015,5,"Oct 3, 2015",,Sat,(24) California,34,,Washington State,28,,
2015,5,"Oct 3, 2015",,Sat,Central Michigan,29,,Northern Illinois,19,,
2015,5,"Oct 3, 2015",,Sat,(12) Clemson,24,,(6) Notre Dame,22,,
2015,5,"Oct 3, 2015",,Sat,Duke,9,,Boston College,7,,
2015,5,"Oct 3, 2015",,Sat,East Carolina,49,@,Southern Methodist,23,,
2015,5,"Oct 3, 2015",,Sat,(25) Florida,38,,(3) Mississippi,10,,
2015,5,"Oct 3, 2015",,Sat,(11) Florida State,24,@,Wake Forest,16,,
2015,5,"Oct 3, 2015",,Sat,Georgia Southern,51,@,Louisiana-Monroe,31,,
2015,5,"Oct 3, 2015",,Sat,Houston,38,@,Tulsa,24,,
2015,5,"Oct 3, 2015",,Sat,Illinois,14,,Nebraska,13,,
2015,5,"Oct 3, 2015",,Sat,Iowa,10,@,(19) Wisconsin,6,,
2015,5,"Oct 3, 2015",,Sat,Iowa State,38,,Kansas,13,,
2015,5,"Oct 3, 2015",,Sat,Kent State,20,,Miami (OH),14,,
2015,5,"Oct 3, 2015",,Sat,Kentucky,34,,Eastern Kentucky,27,,
2015,5,"Oct 3, 2015",,Sat,Liberty,41,@,Georgia State,33,,
2015,5,"Oct 3, 2015",,Sat,(9) Louisiana State,44,,Eastern Michigan,22,,
2015,5,"Oct 3, 2015",,Sat,Louisiana Tech,43,,Louisiana,14,,
2015,5,"Oct 3, 2015",,Sat,Louisville,20,@,North Carolina State,13,,
2015,5,"Oct 3, 2015",,Sat,Marshall,27,,Old Dominion,7,,
2015,5,"Oct 3, 2015",,Sat,Massachusetts,24,,Florida International,14,,
2015,5,"Oct 3, 2015",,Sat,(22) Michigan,28,@,Maryland,0,,
2015,5,"Oct 3, 2015",,Sat,(2) Michigan State,24,,Purdue,21,,
2015,5,"Oct 3, 2015",,Sat,Missouri,24,,South Carolina,10,,
2015,5,"Oct 3, 2015",,Sat,Navy,33,,Air Force,11,,
2015,5,"Oct 3, 2015",,Sat,Nevada-Las Vegas,23,@,Nevada,17,,
2015,5,"Oct 3, 2015",,Sat,New Mexico,38,,New Mexico State,29,,
2015,5,"Oct 3, 2015",,Sat,North Carolina,38,@,Georgia Tech,31,,
2015,5,"Oct 3, 2015",,Sat,(16) Northwestern,27,,Minnesota,0,,
2015,5,"Oct 3, 2015",,Sat,Ohio,14,@,Akron,12,,
2015,5,"Oct 3, 2015",,Sat,(1) Ohio State,34,@,Indiana,27,,
